outer,omega1,omega2,gap12,volume,Mnd_pct,gray_frac,mid_frac,move,stage,itersSinceMoveChange,moveDescent,maxAbs,rms,l2,r_rho,r_rho_below_thr,utilPersistCount,beta,betaStallRel,betaStallFires,objRelRange_W10,nInner,innerConv,multN,degen,multJ
23,153.543372809369,154.642449220939,0.00715808433448206,0.499966349037535,47.1952876278428,0.5025,0.26125,0.04,1,22,0,0.0399352304570033,0.00888073681487595,0.502370337898545,0.998380761425081,0,0,23747.5044447579,0.755549281430599,0,0.0829972838540525,18,1,2,1,0
24,154.065715518349,155.086595172828,0.00662626107985555,0.49996446880603,46.6234324252228,0.49875,0.259375,0.04,1,23,0,0.039934322941753,0.00795142667735407,0.449800617893175,0.998358073543824,0,0,23848.8662471316,0.625221409765178,0,0.0712895969292696,19,1,2,1,0
25,154.507560793355,155.639566250749,0.00732653762432132,0.499985127324745,46.1627659265159,0.485625,0.2625,0.04,1,24,0,0.039968414253549,0.00687272012776831,0.38877976060338,0.999210356338726,0,0,23966.0817911579,0.517118616295079,0,0.0594337463096606,15,1,2,1,0
26,154.991643883122,156.291815012502,0.0083886530706186,0.499980449164173,45.7400486644996,0.48125,0.261875,0.04,1,25,0,0.0399695795202899,0.0071833901181091,0.40635390915387,0.999239488007246,0,0,24138.0921522606,0.426297723281811,0,0.0488216813328907,18,1,2,1,0
27,155.480391099215,156.633777002864,0.00741820814505634,0.499986029393118,45.470467226059,0.48125,0.25875,0.04,1,26,0,0.0399058183770325,0.00723979374050155,0.409544579864045,0.997645459425812,0,0,24255.4413968635,0.3469051725386,0,0.0443772005158333,19,1,2,1,0
28,155.515547623263,156.793012959997,0.00821438985527618,0.499980578222771,45.0520111585218,0.47875,0.263125,0.04,1,27,0,0.0399696752032211,0.00748986339956156,0.423690655999273,0.999241880080527,0,0,24310.8532342711,0.281014647966307,0,0.0384172258420766,20,1,2,1,0
29,155.975671138105,157.256545472196,0.00821201360920268,0.499981191522642,44.7977761628136,0.474375,0.26,0.04,1,28,0,0.0399724636301037,0.00769721336409359,0.435420141279224,0.999311590752594,0,0,24428.0364906716,0.226761683332252,0,0.0351508131577735,19,1,2,1,0
30,155.971249538435,157.387245527727,0.0090785705281069,0.499979394166398,44.3042039743871,0.469375,0.255625,0.04,1,29,0,0.0399695525105511,0.00825222490901378,0.466816335443215,0.999238812763776,0,0,24466.0404530256,0.182663137892813,0,0.0287971095299816,22,1,2,1,0
31,156.528446682683,157.997913174723,0.00938785583823282,0.499985186886079,43.9581346517135,0.465625,0.240625,0.04,1,30,0,0.0399567077219243,0.00870087202173554,0.49219564870444,0.998917693048108,0,0,24620.465260079,0.146819902748314,0,0.0246161578506303,25,1,2,1,0
32,156.551517918549,157.899651720475,0.00861143871263996,0.499957057642552,43.4914113483297,0.464375,0.231875,0.04,1,31,0,0.0399704348171983,0.00771437319757929,0.436390848048966,0.999260870429958,0,0,24647.5888130499,0.119053681443215,0,0.0193682624489676,18,1,2,1,0
33,157.067162678577,158.135096151902,0.00679921541277786,0.499974652953161,43.1875017896413,0.45875,0.215,0.04,1,32,0,0.0399560114001487,0.00830462377066114,0.469780462674999,0.998900285003718,0,0,24795.997786777,0.0999035008416206,0,0.0192813908013586,21,1,2,1,0
34,157.049958676465,158.423266123503,0.00874439865257859,0.499981682907425,42.838517535263,0.458125,0.215,0.04,1,33,0,0.0399665340299024,0.00615533567282357,0.34819836757864,0.99916335074756,0,0,24787.6130850234,0.0856593136969016,0,0.0164115006036501,8,1,2,1,0
35,157.519999034433,158.730422146087,0.00768425037502663,0.499987281644682,42.5264640693489,0.45375,0.20625,0.04,1,34,0,0.0399650730220381,0.00826405234394189,0.467485396198552,0.999126825550952,0,0,24925.2226739156,0.0738849898593127,0,0.0161799032508938,21,1,2,1,0
36,157.444353303578,159.343959574818,0.0120652550020418,0.499989564053158,41.8382552320491,0.44375,0.20375,0.04,1,35,0,0.0399673237060584,0.0104096811141072,0.588860488461979,0.999183092651461,0,0,24948.7550393345,0.0647163217844021,0,0.0130317700757962,29,1,2,1,0
37,158.089145300853,159.328449208154,0.00783927261382881,0.499970293372697,41.4446740854503,0.441875,0.195625,0.04,1,36,0,0.0399745786860575,0.00915634500393985,0.517961091453555,0.999364467151437,0,0,25128.3726179343,0.0576627803997224,0,0.0164162547124246,23,1,2,1,0
38,158.039124770994,160.048978100516,0.0127174415350235,0.499984318648752,40.9099334911155,0.44,0.1875,0.04,1,37,0,0.0399668868635514,0.00833088200410358,0.471265852669329,0.999172171588786,0,0,25109.13298453,0.052035430461867,0,0.0134877490643498,19,1,2,1,0
39,158.482953085807,160.26183613789,0.0112244441275649,0.499983282442015,40.5841942048769,0.435,0.18125,0.04,1,38,0,0.039976340576101,0.00805707532142824,0.455777007705015,0.999408514402525,0,0,25225.4938139397,0.0470309788342181,0,0.0159702004237304,19,1,2,1,0
40,158.410346119971,160.261856668795,0.0116880657998328,0.499967977834451,39.9919491708222,0.43125,0.173125,0.04,1,39,0,0.039967994175379,0.00873745704486897,0.494265210140242,0.999199854384475,0,0,25231.5492305241,0.0426138467276736,0,0.0124081226989398,20,1,2,1,0
41,158.899272277834,160.552004725317,0.0104011328924955,0.499986978280067,39.4752665063515,0.4275,0.165,0.04,1,40,0,0.0399757733113938,0.0100701024968513,0.569651021021369,0.999394332784845,0,0,25389.8080389562,0.0391494788173245,0,0.0148822456002786,23,1,2,1,0
42,158.931294226094,160.882752869606,0.0122786305429284,0.499962565584532,38.6789344504871,0.423125,0.155625,0.04,1,41,0,0.0399682021813936,0.0105708114788291,0.597975398345972,0.99920505453484,0,0,25417.2461541074,0.0363156593887562,0,0.0119076873758972,22,1,2,1,0
43,159.546523700173,160.854094293236,0.00819554423837315,0.499991537262349,37.6267671746307,0.42,0.1425,0.04,1,42,0,0.0399771939429577,0.0164060843647201,0.928068280560974,0.999429848573941,0,0,25670.4337847644,0.0351864759884353,0,0.0157769499508411,38,1,2,1,0
44,159.820661570166,161.165908976686,0.00841723087180313,0.499972145539405,36.4988342639781,0.415,0.133125,0.04,1,43,0,0.0399653597628213,0.0144933209050877,0.819866039512022,0.999133994070533,0,0,25767.403571524,0.0343200708325178,0,0.0149907440158397,24,1,2,1,0
45,160.569035106643,161.985616725954,0.00882225902628119,0.499972164793521,35.3031184109894,0.40625,0.126875,0.04,1,44,0,0.0399802038991842,0.0156010641827419,0.882529462187472,0.999505097479604,0,0,26044.5700878101,0.0343561805104394,0,0.0196739544806595,25,1,2,1,0
46,160.968612735372,162.550350160231,0.00982637172539055,0.499986416693494,33.8380274535208,0.39125,0.12875,0.04,1,45,0,0.0399648157886354,0.0158306063181487,0.895514326228602,0.999120394715884,0,0,26201.556258378,0.0348747905221459,0,0.0184041158394545,25,1,2,1,0
47,161.955925743056,163.097961795571,0.00705152372335193,0.499985377258065,32.1679192839519,0.370625,0.11625,0.04,1,46,0,0.0399759330958362,0.0192902351621892,1.09122048750937,0.999398327395905,0,0,26587.4754894883,0.0365559040284854,0,0.0245471463663766,39,1,2,1,0
48,162.609681511404,164.330905133081,0.0105850008786632,0.499996110590955,30.0942880185939,0.340625,0.108125,0.04,1,47,0,0.039971690362188,0.020891058708411,1.1817767423107,0.9992922590547,0,0,26864.5331224962,0.0387993397378204,0,0.0262426592538571,51,1,2,1,0
49,163.958999089374,165.211943424387,0.00764181497796343,0.499992975167841,28.4128052944494,0.3225,0.099375,0.04,1,48,0,0.0399793471217644,0.0190334910168045,1.07669684541086,0.999483678044109,0,0,27307.483048466,0.0425359572994332,0,0.0345566134556499,35,1,2,1,0
50,164.494594792062,165.908616474915,0.00859615894759131,0.499985113308904,26.6290625982511,0.308125,0.08625,0.04,1,49,0,0.0399780441252981,0.0184452018315971,1.04341818363815,0.999451103132453,0,0,27458.6637108111,0.0475654676544961,0,0.0347157223042346,35,1,2,1,0
51,165.533945859873,166.645416572581,0.00671445791335688,0.499984630084554,25.3696098339492,0.291875,0.08,0.04,1,50,0,0.0399916353598352,0.01781859859261,1.00797215168605,0.999790883995879,0,0,27781.4839816851,0.0532794955057928,0,0.0407976729609414,44,1,2,1,0
52,165.829677116317,167.141321717332,0.00790958906647003,0.499987650055347,23.9142675956177,0.27375,0.069375,0.04,1,51,0,0.0399601625230501,0.0166882746125358,0.94403137158619,0.999004063076253,0,0,27816.1397475509,0.0596000755193082,0,0.0386587161245888,33,1,2,1,0
53,166.749883881918,168.17520070443,0.00854763307374385,0.499984162209673,22.9395798478083,0.26,0.068125,0.04,1,52,0,0.0399797608897762,0.0149625607983805,0.846410256356067,0.999494022244406,0,0,28144.3851177062,0.0659093268670833,0,0.0424456994732012,28,1,2,1,0
54,166.886524685342,168.817417284123,0.0115700929264428,0.499985781367446,21.9246388746857,0.248125,0.06625,0.04,1,53,0,0.0399663213178747,0.0131775640935884,0.745435594407735,0.999158032946868,0,0,28098.3778037362,0.0720319478320293,0,0.0385316889810493,23,1,2,1,0
55,167.532114776011,169.392478142806,0.0111045178966594,0.499987927078093,21.03333393374,0.231875,0.0625,0.04,1,54,0,0.0399809128021323,0.0154978247724438,0.876689359218873,0.999522820053307,0,0,28378.1736926333,0.0770973733109881,0,0.0398628756366726,42,1,2,1,0
56,167.642519542416,169.518106508732,0.011188014660215,0.499990372509057,20.1664453482641,0.220625,0.06,0.04,1,55,0,0.0399901977840259,0.0136792257061134,0.773813860653931,0.999754944600646,0,0,28381.2322608513,0.0815393264557832,0,0.0343976221596234,28,1,2,1,0
57,168.259340150897,169.996879006393,0.0103265521779539,0.499987699863609,19.7044694370626,0.214375,0.050625,0.04,1,56,0,0.0399909152383181,0.0127186129137996,0.719473395090758,0.999772880957954,0,0,28618.139749664,0.0847711793658839,0,0.0340443982813154,28,1,2,1,0
58,168.128387710278,170.23859479138,0.0125511646774242,0.49999242783947,18.8766753241259,0.21125,0.041875,0.04,1,57,0,0.0399667363917706,0.0137988135226036,0.780578769132934,0.999168409794265,0,0,28502.3810404523,0.0865162828913392,0,0.0258276262422577,36,1,2,1,0
59,168.601817976096,170.590857565529,0.0117972606304599,0.499981561161219,18.4549073620301,0.205,0.03625,0.04,1,58,0,0.0399798649091583,0.0137377931554472,0.777126935900389,0.999496622728957,0,0,28741.6020241958,0.0854736248324584,0,0.0245991765986272,35,1,2,1,0
60,168.427131981232,170.463502154231,0.0120905114814041,0.499990026775428,17.7274736882441,0.205,0.03375,0.04,1,59,0,0.0399639730441562,0.0136732698439067,0.773476946209596,0.999099326103905,0,0,28619.9458001379,0.0823032512974029,0,0.0183310706511917,35,1,2,1,0
61,168.847862915531,170.682410789853,0.0108650938344382,0.499984054611606,17.4859720661728,0.20125,0.034375,0.04,1,60,0,0.0399787070253013,0.011300122967579,0.639231486289357,0.999467675632533,0,0,28800.5081219805,0.0775484452958985,0,0.0179985469059229,22,1,2,1,0
62,168.669260295204,170.868212189059,0.0130370637186998,0.499985374254867,17.0457971548127,0.1975,0.031875,0.04,1,61,0,0.0399567740515855,0.0105219625332724,0.595212084693415,0.998919351289637,0,0,28635.289837764,0.0716709742953734,0,0.0124898673820204,22,1,2,1,0
63,168.974689698079,171.142372634005,0.0128284475018084,0.499981080138703,16.5500571096313,0.193125,0.03,0.04,1,62,0,0.0399830329087028,0.0122521484476003,0.693086180112194,0.99957582271757,0,0,28810.2940514881,0.0651226519457936,0,0.0124149981723516,31,1,2,1,0
64,168.864808668752,171.198383605444,0.013819190363513,0.499978150506605,16.1765638505725,0.186875,0.029375,0.04,1,63,0,0.0399808587463569,0.0107449580300479,0.607826614928936,0.999521468658921,0,0,28729.4235069827,0.0578287832707422,0,0.00856662425949193,21,1,2,1,0
65,169.125730780375,171.431683374256,0.0136345462233411,0.499988848523207,15.8073852092928,0.18,0.02875,0.04,1,64,0,0.0399764839386071,0.01029494567765,0.582370072049077,0.999412098465177,0,0,28809.3253597218,0.0510910143457908,0,0.00879961243439282,23,1,2,1,0
66,169.030013436117,171.687417144208,0.0157214902493955,0.499990927227002,15.3598034927951,0.175,0.029375,0.04,1,65,0,0.0399626917190165,0.0109396567187461,0.618840435974265,0.999067292975413,0,0,28766.1713247736,0.0437297747834283,0,0.00591218151037763,28,1,2,1,0
67,169.234198772465,171.860554125067,0.0155190580370371,0.499989314135556,15.1297740057465,0.171875,0.029375,0.04,1,66,0,0.0399795805693585,0.00983641155829187,0.556431465232793,0.999489514233962,0,0,28851.1959216076,0.0369019888935921,0,0.00655138637172053,22,1,2,1,0
68,169.101161853803,171.922369529618,0.0166835499229365,0.499988581921217,14.8292884825285,0.165625,0.026875,0.04,1,67,0,0.0399503611360483,0.0102885886894565,0.582010466492311,0.998759028401207,0,0,28764.4087321094,0.0301867191879447,0,0.00477871950345227,30,1,2,1,0
69,169.263508496792,171.937490982286,0.0157977493745779,0.499987050452194,14.6010829651994,0.163125,0.025625,0.04,1,68,0,0.0399814082573248,0.0106271185580766,0.601160607751151,0.999535206433121,0,0,28888.9298010094,0.025105327805663,0,0.00495032567443459,36,1,2,1,0
70,169.121100659858,171.842930420506,0.016093969055481,0.499981285761332,14.2992269841511,0.16125,0.024375,0.04,1,69,0,0.0399548769667929,0.0105179011887679,0.594982340354227,0.998871924169824,0,0,28819.3092117048,0.0204132431412525,0,0.00351577821036854,29,1,2,1,0
71,169.303096463374,171.836119791669,0.0149614707657952,0.49999391048209,14.1112823359486,0.1575,0.025,0.04,1,70,0,0.0399760219137517,0.010575507159794,0.598241026174177,0.999400547843794,0,0,28925.7144798586,0.0169314792191058,0,0.00374898461279766,34,1,2,1,0
72,169.154148745336,171.744430625439,0.0153131442492855,0.499988622609571,13.9754020507968,0.156875,0.024375,0.04,1,71,0,0.0399607810273413,0.00922978875983615,0.522115697679962,0.999019525683534,0,0,28829.8069202562,0.0137246206156153,0,0.00259162093527586,22,1,2,1,0
73,169.307522079476,171.931316773721,0.015497212776014,0.499992893075793,13.836830051763,0.156875,0.02375,0.04,1,72,0,0.0399764391086326,0.00966935140702551,0.546981115966674,0.999410977715815,0,0,28914.2077783356,0.0114928522145835,0,0.00261727476320706,37,1,2,1,0
74,169.124200130663,171.908523789748,0.0164631889282141,0.499993434045101,13.7669772299692,0.15625,0.024375,0.04,1,73,0,0.0399717724209283,0.00956237196512047,0.540929444861186,0.999294310523208,0,0,28855.0690373981,0.00949818682189542,0,0.00164035014093237,28,1,2,1,0
75,169.22621636556,172.09253947086,0.0169378194871856,0.499995116326582,13.6684574037584,0.15625,0.025625,0.04,1,74,0,0.0399784047800607,0.010074383353248,0.569893182828363,0.999460119501518,0,0,28952.8582136922,0.00771145165058455,0,0.00164025271499854,40,1,2,1,0
76,169.054716530684,172.111784952441,0.0180833074905796,0.499993404757296,13.6071591573448,0.155,0.02625,0.04,1,75,0,0.0399900251623863,0.0091264261936103,0.51626862796003,0.999750629059657,0,0,28859.2105063927,0.00669646646151874,0,0.00149421988546695,22,1,2,1,0
77,169.184276898625,172.361115516667,0.0187773868605166,0.499992768473958,13.5711797911663,0.153125,0.025,0.04,1,76,0,0.0399780649514791,0.00930672369100209,0.526467794602966,0.999451623786977,0,0,28942.0421211288,0.00567053031159405,0,0.0014942639760777,29,1,2,1,0
78,169.08549011233,172.406036242659,0.0196382677669302,0.499990076799637,13.4935541734659,0.1525,0.025,0.04,1,77,0,0.0399895509653799,0.00925363584867828,0.523464692738507,0.999738774134499,0,0,28848.965622659,0.00517088379559954,0,0.00149427781777453,25,1,2,1,0
79,169.276195884951,172.524855153844,0.0191914713814865,0.499997116147415,13.4434655034291,0.151875,0.025,0.02,2,0,1,0.0199767554682724,0.00503408629336409,0.28477092440928,0.998837773413619,0,0,28853.6675397934,0.00454894223362807,1,0.00149426661191776,40,1,2,1,0
80,169.340448226782,172.449460493886,0.0183595372497188,0.499997367918515,13.5312774161964,0.151875,0.025,0.02,2,1,0,0.0199374288370704,0.00269110544456382,0.152231912699129,0.996871441853518,0,0,28749.0328710846,0.00391190422246482,1,0.00168866540768646,23,1,2,1,0
81,169.212530956205,172.3209615547,0.0183699787535171,0.49999555863973,13.4782030016186,0.151875,0.025625,0.02,2,2,0,0.0199413713301944,0.0020607166718439,0.1165717386212,0.997068566509722,0,0,28680.2398663279,0.00297253894882164,1,0.00168875579653709,15,1,2,1,0
82,169.395138327563,172.348378369337,0.0174340306984676,0.499997924306478,13.515113169922,0.151875,0.02625,0.02,2,3,0,0.0198488749537744,0.00199271801008572,0.112725153433934,0.99244374768872,0,0,28732.2430774527,0.00168416022655682,1,0.00201170335595153,21,1,2,1,0
83,169.282470337804,172.31638249964,0.0179221874289888,0.499996343021562,13.4440139512632,0.15125,0.02625,0.02,2,4,0,0.0199261992191949,0.00223505266712302,0.126433671778541,0.996309960959745,0,0,28693.8335092627,0.000669538355701351,1,0.0020117331380212,28,1,2,1,0
84,169.469862439285,172.27989923899,0.0165813364055317,0.499998121165839,13.453654984178,0.15125,0.025625,0.02,2,5,0,0.0198979446569988,0.00221863933615616,0.125505193568259,0.99489723284994,0,0,28741.3577946447,-0.000455537140636004,1,0.0024528165501308,28,1,2,1,0
85,169.343814885728,172.206663753726,0.0169055413681926,0.499998113515938,13.4075151459966,0.149375,0.025,0.02,2,6,0,0.0199263783154364,0.00217529783693285,0.123053428127652,0.996318915771821,0,0,28697.6351178001,-0.00128521643915924,1,0.00245264613778445,24,1,2,1,0
86,169.508618233297,172.191967859648,0.0158301663615587,0.499998237802436,13.4238369726952,0.149375,0.024375,0.02,2,7,0,0.0199089236686098,0.00244411274348353,0.138259895592133,0.995446183430489,0,0,28754.4962968626,-0.00266642271606747,1,0.00249913418753397,30,1,2,1,0
87,169.367793352172,171.990095103062,0.0154828831325521,0.499997638358632,13.3710853526166,0.149375,0.024375,0.02,2,8,0,0.0199410259004963,0.00228440618233618,0.129225528201151,0.997051295024816,0,0,28710.190077542,-0.00335063536471518,1,0.00249886333356825,23,1,2,1,0
88,169.531795654618,172.010370503523,0.0146201179509387,0.49999679902879,13.4151500110538,0.149375,0.024375,0.02,2,9,0,0.0199090246303239,0.00210921114265959,0.119315000154306,0.995451231516195,0,0,28754.2051727169,-0.00446714484500963,1,0.00188498136914246,23,1,2,1,0
89,169.374558454346,171.953767154517,0.0152278401414469,0.499994868267582,13.3608639520687,0.149375,0.025,0.02,2,10,0,0.0199417824850528,0.00198768528458539,0.112440459487603,0.99708912425264,0,0,28713.0873055544,-0.00508666437228199,1,0.00188487190601113,16,1,2,1,0
90,169.523462743596,172.009132828926,0.0146626906099097,0.499998209640887,13.385685607444,0.149375,0.025,0.01,3,0,1,0.00925828273512303,0.0007236490338822,0.0409357711245758,0.925828273512303,0,0,28746.1164545753,-0.005451958795024,1,0.00188466827149191,18,1,2,1,0
91,169.480593087144,171.983065377237,0.0147655389004127,0.49999900877798,13.4024992795267,0.149375,0.025,0.01,3,1,0,0.00581044423737064,0.000416884759223378,0.0235825632176137,0.581044423737064,0,0,28726.3364816294,-0.00521998897202707,1,0.00147157255770423,22,1,2,1,0
92,169.495227021538,171.959995918159,0.0145418189050688,0.499997130121217,13.3864141731552,0.149375,0.025,0.01,3,2,0,0.00445500246856911,0.000271038239245996,0.0153322381545365,0.445500246856911,1,0,28732.395528586,-0.0042137330039493,1,0.00147148563037259,16,1,2,1,0
93,169.496904449704,171.951172210392,0.0144797202559889,0.49999823188253,13.3787197416121,0.14875,0.025,0.01,3,3,0,0.00778414444765174,0.000517235715461694,0.0292592705499871,0.778414444765174,0,1,28733.3431489896,-0.0038763217999563,1,0.00110929768916803,32,1,2,1,0
94,169.506339788989,171.90828962086,0.01417026545946,0.49999953679219,13.3608231691291,0.14875,0.025,0.01,3,4,0,0.00471536114399515,0.000351072661421,0.0198596687663999,0.471536114399515,1,0,28736.1054894518,-0.00297743496951226,1,0.00110927381123536,26,1,2,1,0
95,169.508423297973,171.877332018912,0.0139751681648005,0.499999180120164,13.3582037919654,0.148125,0.025,0.01,3,5,0,0.00445391866353011,0.000234495828833086,0.0132650872582268,0.445391866353011,1,1,28731.2990454925,-0.002602086681517,1,0.000967682974569054,18,1,2,1,0
96,169.512192049839,171.857089047456,0.0138332055603846,0.499999303793266,13.3407499608872,0.148125,0.025,0.01,3,6,0,0.00668794636954046,0.000481102022096521,0.0272152401813608,0.668794636954046,0,2,28737.4120044214,-0.00160061105415702,1,0.000967680934017395,33,1,2,1,0
97,169.51071518111,171.807511403655,0.0135495636372644,0.499999001355474,13.365035539984,0.148125,0.025625,0.01,3,7,0,0.00520039901540709,0.000299138578115111,0.0169218333679757,0.520039901540709,0,0,28731.6671440721,-0.00129659895041786,1,0.000927685821502377,18,1,2,1,0
98,169.514988258855,171.785142695402,0.0133920573033917,0.499999367709446,13.3428619984494,0.146875,0.025625,0.01,3,8,0,0.00763351120804614,0.00037075096755527,0.0209728418631844,0.763351120804614,0,0,28738.4581121561,-0.000416382474107728,1,0.000878531082107782,23,1,2,1,0
99,169.514482825095,171.757934124551,0.0132345700619059,0.499995199286625,13.3330679335137,0.14625,0.025625,0.01,3,9,0,0.00550338589477448,0.000225696938019104,0.0127673468293079,0.550338589477449,0,0,28737.7218610947,-0.000141563305904823,1,0.00025290887795136,8,1,2,1,0
100,169.524136642443,171.741510105563,0.0130799867619853,0.499999188129912,13.3325070800582,0.14625,0.025625,0.01,3,10,0,0.00378323689959458,0.00016510678379759,0.00933985011545417,0.378323689959458,1,0,28738.130773943,0.000433575101153772,1,0.000256884431688779,10,1,2,1,0
101,169.527086313021,171.724780200555,0.0129636740377613,0.499999217029579,13.3354889850091,0.14625,0.025625,0.005,4,0,1,0.00246209585899453,9.74411129959286e-05,0.00551210174126286,0.492419171798905,1,1,28738.7296356756,0.000415930300782424,1,0.00018794816952264,17,1,2,1,0
102,169.524370934344,171.715406240274,0.0129246036652635,0.499998870642568,13.3378938909855,0.14625,0.025625,0.005,4,1,0,0.00226920637529334,9.20583534098315e-05,0.00520760687687676,0.453841275058667,1,1,28738.3423523309,0.000298540065888139,1,0.000178049422062035,18,1,2,1,0
